age,annual_income,employment_years,loan_amount,credit_score,existing_debt,num_open_accounts,previous_defaults,loan_purpose,debt_to_income,loan_to_income,risk_category
49,93982.04,5.1,3272.8,594,2784.22,1,0,business,0.0296,0.0348,Low
51,30513.65,11.1,8887.16,581,1761.27,2,1,debt_consolidation,0.0577,0.2912,High
61,102575.7,7.4,14010.21,580,8534.63,9,0,other,0.0832,0.1366,Low
50,24484.26,10.8,3412.49,577,6519.95,0,0,education,0.2663,0.1394,High
42,41556.11,0.0,7684.53,572,1958.79,13,0,debt_consolidation,0.0471,0.1849,Medium
41,27403.0,1.0,11024.97,586,2377.63,8,0,debt_consolidation,0.0868,0.4023,Medium
32,70429.49,2.8,11026.25,591,3722.35,6,0,other,0.0529,0.1566,Medium
31,33491.05,9.4,7095.03,693,3102.75,6,0,business,0.0926,0.2118,Low
22,86453.44,9.1,12276.26,665,12212.73,8,0,business,0.1413,0.142,Low
61,21077.14,1.0,10474.36,574,26735.42,6,0,debt_consolidation,1.2684,0.4969,High
22,39236.73,0.8,11891.1,617,2141.39,0,0,medical,0.0546,0.3031,High
54,119728.74,9.0,16083.33,502,11080.91,3,0,debt_consolidation,0.0925,0.1343,Medium
23,33511.51,3.9,4375.3,662,3953.93,8,0,education,0.118,0.1306,Medium
36,83255.56,4.9,20503.64,629,4751.95,5,1,debt_consolidation,0.0571,0.2463,High
24,69435.58,8.3,18327.68,576,5662.71,13,0,medical,0.0816,0.2639,Medium
43,25495.88,1.2,17861.57,818,3130.13,7,0,debt_consolidation,0.1228,0.7005,High
40,54485.14,0.7,12000.22,629,2555.49,2,0,other,0.0469,0.2202,Medium
45,105275.76,9.8,11849.98,686,3082.0,5,0,debt_consolidation,0.0293,0.1126,Low
50,39934.78,0.6,12404.83,623,5969.04,14,0,business,0.1495,0.3106,Medium
38,34718.65,0.5,13967.7,559,6343.78,3,0,medical,0.1827,0.4023,High
62,57770.31,1.6,21484.87,665,24619.79,14,0,home_improvement,0.4262,0.3719,High
31,44029.48,1.9,21023.26,609,4513.85,7,0,home_improvement,0.1025,0.4775,Low
49,23202.55,1.4,11279.53,706,3186.55,14,0,other,0.1373,0.4861,Medium
37,43874.86,6.8,19022.21,625,3343.51,2,0,debt_consolidation,0.0762,0.4335,Medium
46,38458.86,18.1,17909.68,629,3712.05,4,0,business,0.0965,0.4657,Low
43,45843.03,1.1,20244.29,732,4415.26,12,0,home_improvement,0.0963,0.4416,Low
40,14740.1,7.6,10603.21,661,6161.85,1,0,home_improvement,0.418,0.7193,Medium
22,58815.63,0.2,28867.64,664,34652.44,11,0,debt_consolidation,0.5892,0.4908,Medium
44,21655.83,0.6,21694.75,669,4431.1,6,0,debt_consolidation,0.2046,1.0018,Medium
51,71207.02,3.6,6949.69,723,1621.15,8,0,debt_consolidation,0.0228,0.0976,Low
47,83788.77,39.2,8260.34,849,16415.83,4,0,debt_consolidation,0.1959,0.0986,Low
22,18163.98,14.9,33252.93,614,7130.1,11,0,debt_consolidation,0.3925,1.8306,High
34,93667.69,0.6,4388.62,640,1310.89,8,0,debt_consolidation,0.014,0.0469,Low
24,46238.34,1.4,13154.9,594,5735.73,14,1,debt_consolidation,0.124,0.2845,High
33,83992.31,14.6,47097.54,627,5515.06,12,0,home_improvement,0.0657,0.5607,Low
56,78086.64,0.8,25455.52,678,9111.52,1,0,medical,0.1167,0.326,Low
55,23798.08,6.8,24720.57,690,34930.61,7,0,business,1.4677,1.0387,High
64,31998.91,0.0,6533.91,740,4892.34,2,0,medical,0.1529,0.2042,Low
28,109875.82,5.0,21530.16,620,3657.63,9,0,debt_consolidation,0.0333,0.1959,Medium
22,26362.93,3.4,33531.41,681,5300.82,4,0,home_improvement,0.2011,1.2719,High
26,58715.69,3.2,11093.84,577,3646.41,2,1,home_improvement,0.0621,0.1889,High
51,33592.36,8.8,13384.31,586,1635.07,4,0,debt_consolidation,0.0487,0.3984,Low
30,31194.84,0.4,24525.89,721,8661.42,4,0,other,0.2776,0.7862,Medium
64,48565.1,2.4,11737.52,626,853.0,0,0,debt_consolidation,0.0176,0.2417,Low
41,146632.27,3.0,5382.57,595,1663.7,11,0,education,0.0113,0.0367,Medium
62,71972.92,0.7,2601.97,527,1570.09,7,0,home_improvement,0.0218,0.0362,Low
30,28945.02,0.4,16144.56,729,4784.88,13,1,home_improvement,0.1653,0.5577,Low
43,54053.25,1.0,9874.09,512,3055.92,6,0,medical,0.0565,0.1827,Low
23,19347.03,1.4,2564.39,526,9912.49,7,0,home_improvement,0.5123,0.1325,High
52,15877.24,16.9,8275.37,696,12408.2,2,1,debt_consolidation,0.7815,0.5212,Medium
40,53346.49,3.2,10578.85,632,1694.14,14,0,business,0.0318,0.1983,Medium
30,70085.65,3.6,9989.08,680,1730.95,6,1,debt_consolidation,0.0247,0.1425,Low
49,106991.96,6.1,26317.94,627,1510.81,13,0,home_improvement,0.0141,0.246,Low
61,59068.87,5.8,19829.65,720,13408.31,6,0,home_improvement,0.227,0.3357,High
54,49177.74,3.5,12245.4,746,5363.97,1,0,medical,0.1091,0.249,Medium
57,41379.97,2.1,6220.17,755,2455.69,2,0,medical,0.0593,0.1503,Low
40,63824.99,2.0,20408.29,632,8360.73,11,0,other,0.131,0.3197,Medium
28,26689.66,0.3,32266.48,560,2866.48,5,0,business,0.1074,1.2089,High
27,34921.61,11.5,37761.01,648,6679.07,3,0,business,0.1913,1.0813,Medium
26,27149.28,7.3,11340.28,583,3494.79,3,1,home_improvement,0.1287,0.4177,High
31,37718.66,4.9,19058.0,604,1827.61,0,0,education,0.0485,0.5053,Low
64,34119.27,2.5,9069.91,802,9827.3,12,0,other,0.288,0.2658,Medium
38,32983.21,4.4,8143.84,718,3674.43,7,0,debt_consolidation,0.1114,0.2469,Medium
62,35598.61,3.3,20614.22,627,10456.75,1,0,debt_consolidation,0.2937,0.5791,High
49,54469.91,1.6,6305.63,642,20777.24,5,0,debt_consolidation,0.3814,0.1158,Low
45,92456.91,1.8,9988.83,610,8977.34,9,0,home_improvement,0.0971,0.108,Low
41,56620.94,10.4,26604.53,664,11076.16,9,0,medical,0.1956,0.4699,Low
23,36804.17,5.0,9891.52,615,8975.08,14,0,home_improvement,0.2439,0.2688,Low
38,61022.85,0.0,7187.87,736,3305.24,10,0,medical,0.0542,0.1178,Low
44,51798.55,2.0,44186.57,649,8990.46,0,0,medical,0.1736,0.853,Medium
58,53350.27,2.1,18743.12,579,4771.86,0,0,debt_consolidation,0.0894,0.3513,Medium
30,48456.83,6.1,4996.37,766,1209.73,14,0,debt_consolidation,0.025,0.1031,Low
47,116177.11,6.0,16339.4,688,7362.72,9,0,business,0.0634,0.1406,Low
32,51503.16,3.1,12426.61,681,8690.17,1,0,home_improvement,0.1687,0.2413,Low
27,37024.06,15.1,21735.4,503,3100.83,5,0,business,0.0837,0.587,Medium
37,33236.34,10.3,18060.94,646,1324.11,3,0,business,0.0398,0.5434,Low
21,76934.55,10.1,13010.76,592,17634.59,10,1,debt_consolidation,0.2292,0.1691,High
46,27085.85,2.1,15657.34,423,6305.25,7,0,home_improvement,0.2328,0.578,High
35,96615.62,2.8,16169.33,643,11457.46,6,1,home_improvement,0.1186,0.1674,Medium
53,18801.03,2.7,16989.09,639,3683.67,3,0,medical,0.1959,0.9036,High
57,90503.29,2.9,10662.02,750,4344.33,12,0,education,0.048,0.1178,Low
51,73029.25,11.0,5629.43,604,2154.91,3,0,debt_consolidation,0.0295,0.0771,Low
55,39348.68,1.4,11697.05,585,19177.78,12,0,business,0.4874,0.2973,Low
21,33688.09,8.1,10158.77,595,48442.38,4,0,home_improvement,1.4379,0.3015,High
28,90769.13,3.6,12885.11,670,4394.35,11,0,medical,0.0484,0.142,Low
32,120540.57,1.4,25898.01,742,5824.84,14,0,debt_consolidation,0.0483,0.2148,Low
39,36069.39,3.7,31989.7,650,16988.89,6,0,other,0.471,0.8869,High
45,65527.07,1.1,20562.07,604,1042.41,14,1,debt_consolidation,0.0159,0.3138,Medium
52,79997.32,0.6,21751.3,635,42250.82,9,0,business,0.5281,0.2719,High
32,66268.38,9.1,12641.03,702,23024.06,11,0,debt_consolidation,0.3474,0.1908,High
33,50370.28,6.0,10597.04,743,1981.78,12,0,business,0.0393,0.2104,Low
48,40339.45,1.1,20775.75,745,2186.27,8,0,home_improvement,0.0542,0.515,Medium
21,56331.27,14.3,23948.36,641,1512.11,4,0,home_improvement,0.0268,0.4251,Low
26,17277.21,0.1,23757.42,687,1604.31,13,0,debt_consolidation,0.0929,1.375,Medium
28,95833.95,2.0,12269.09,714,8153.45,2,1,debt_consolidation,0.0851,0.128,Low
24,20881.56,0.1,14044.86,644,2498.48,8,0,business,0.1196,0.6726,High
25,32233.32,0.8,42734.04,704,6558.56,11,0,medical,0.2035,1.3257,Medium
45,41412.55,1.0,3115.5,711,14105.66,12,0,business,0.3406,0.0752,High
42,29752.27,8.3,24061.06,692,10152.01,13,0,home_improvement,0.3412,0.8087,Low
48,27885.87,24.8,10891.42,715,11005.15,0,0,debt_consolidation,0.3946,0.3906,Low
59,99184.61,10.1,10893.0,815,8836.95,1,0,home_improvement,0.0891,0.1098,Low
43,120352.46,5.0,11256.59,584,12040.27,3,0,education,0.1,0.0935,Low
24,106325.27,6.4,4399.05,755,5122.82,12,0,debt_consolidation,0.0482,0.0414,Low
24,74440.75,3.7,11779.13,665,3064.62,5,0,education,0.0412,0.1582,Low
41,168093.62,2.7,28785.17,646,1671.07,2,0,home_improvement,0.0099,0.1712,Low
57,42909.52,5.9,11200.44,606,9874.37,9,0,education,0.2301,0.261,Medium
61,40899.04,18.1,12164.99,672,10954.04,2,0,debt_consolidation,0.2678,0.2974,Low
22,49297.7,0.1,7831.29,608,2673.09,8,0,debt_consolidation,0.0542,0.1589,Low
27,100159.61,1.9,13535.37,637,3444.85,2,0,home_improvement,0.0344,0.1351,Low
36,65710.43,2.0,2877.26,534,4729.25,4,0,home_improvement,0.072,0.0438,Medium
37,116277.68,2.7,8300.58,658,4173.2,12,0,other,0.0359,0.0714,Low
40,50648.24,4.9,16851.34,578,2196.67,2,0,other,0.0434,0.3327,Low
43,23172.37,3.6,6026.86,637,17756.71,0,0,home_improvement,0.7663,0.2601,High
54,35009.58,0.1,6356.65,651,3302.24,4,0,debt_consolidation,0.0943,0.1816,Medium
31,81827.26,2.7,10096.05,576,7226.78,14,0,education,0.0883,0.1234,Low
54,38280.26,4.8,18008.02,575,3212.34,4,0,debt_consolidation,0.0839,0.4704,Medium
53,51414.77,3.5,24507.97,614,2694.42,10,0,debt_consolidation,0.0524,0.4767,Low
46,55458.03,10.3,13369.34,596,3803.66,2,0,business,0.0686,0.2411,Medium
22,121066.09,2.5,11067.78,660,2252.95,8,0,other,0.0186,0.0914,Low
43,76094.1,0.1,17037.51,639,1404.47,9,1,debt_consolidation,0.0185,0.2239,Medium
61,68985.39,1.7,11684.65,724,4125.95,11,0,education,0.0598,0.1694,Low
42,53049.87,0.7,20762.59,657,6427.4,11,0,medical,0.1212,0.3914,Low
54,32355.27,1.4,32568.63,676,7613.6,3,0,education,0.2353,1.0066,Medium
35,55342.54,2.2,12153.43,642,4694.2,2,1,home_improvement,0.0848,0.2196,High
30,145490.67,5.6,6743.85,526,3452.31,12,0,medical,0.0237,0.0464,Low
35,63361.79,2.0,12901.19,641,6559.27,4,0,education,0.1035,0.2036,Medium
62,37208.43,10.8,44745.15,490,2315.9,13,0,education,0.0622,1.2025,High
49,39763.22,1.8,16156.85,612,14932.01,6,0,debt_consolidation,0.3755,0.4063,Medium
43,99639.78,0.7,7411.27,696,4796.89,1,0,education,0.0481,0.0744,Low
37,37562.16,0.9,13650.59,558,10584.49,14,0,debt_consolidation,0.2818,0.3634,Medium
29,44338.08,13.6,12788.17,479,7657.92,4,0,medical,0.1727,0.2884,Medium
56,27695.31,3.0,8114.11,590,4368.92,2,1,business,0.1577,0.293,Medium
29,42660.55,2.6,28475.61,662,5646.16,8,1,medical,0.1323,0.6675,Medium
36,62100.06,0.4,19355.05,614,1949.46,7,0,debt_consolidation,0.0314,0.3117,Medium
56,42266.15,6.6,26789.1,546,6165.39,8,0,business,0.1459,0.6338,Low
53,49628.36,5.9,2089.58,609,2626.53,5,0,debt_consolidation,0.0529,0.0421,Medium
51,27543.81,2.4,15804.08,690,2724.38,3,0,debt_consolidation,0.0989,0.5738,Medium
26,37103.86,5.9,14001.72,623,12600.31,11,0,home_improvement,0.3396,0.3774,Medium
30,142356.43,2.3,7407.13,714,3039.92,8,0,debt_consolidation,0.0214,0.052,Medium
36,45844.77,0.4,17372.9,606,12088.83,3,0,medical,0.2637,0.3789,Low
24,58774.46,6.7,7488.08,529,2513.38,3,0,business,0.0428,0.1274,Medium
42,32825.42,16.8,5095.76,784,10674.07,1,0,other,0.3252,0.1552,Low
33,50305.1,5.2,20657.0,681,2436.8,14,0,other,0.0484,0.4106,Low
36,42816.61,1.6,12173.46,757,4980.07,14,0,medical,0.1163,0.2843,Low
49,84977.6,1.6,5000.06,642,6007.35,0,0,debt_consolidation,0.0707,0.0588,Low
26,82983.6,13.2,31633.81,628,7025.8,9,0,business,0.0847,0.3812,Low
46,87484.5,1.8,13851.25,763,5038.18,13,1,education,0.0576,0.1583,Medium
31,51028.91,7.3,8246.6,773,1857.95,3,0,business,0.0364,0.1616,Low
44,135933.94,5.1,5017.51,544,1312.38,12,1,home_improvement,0.0097,0.0369,High
49,73268.99,4.5,6888.2,601,4659.33,5,0,debt_consolidation,0.0636,0.094,Low
23,23986.16,1.0,5012.11,578,23025.04,14,0,other,0.9599,0.2089,Medium
30,106004.79,0.2,37337.63,702,3368.48,3,0,debt_consolidation,0.0318,0.3522,Medium
21,48880.01,3.4,44351.14,589,15459.66,3,0,medical,0.3163,0.9073,Medium
63,86615.33,22.2,27883.59,690,11456.73,1,0,debt_consolidation,0.1323,0.3219,Low
46,28957.83,1.1,4934.57,715,8883.14,2,0,other,0.3068,0.1704,Medium
32,47305.98,3.8,18481.58,800,1941.14,13,0,home_improvement,0.041,0.3907,Low
34,71323.26,5.6,54182.41,562,7673.37,2,0,education,0.1076,0.7597,High
45,55380.62,3.3,8253.53,743,7475.76,12,0,debt_consolidation,0.135,0.149,Low
28,45492.14,3.5,12652.9,631,4987.05,6,0,education,0.1096,0.2781,High
63,14340.2,5.4,39232.9,803,6307.57,3,0,education,0.4398,2.7357,High
24,33862.9,8.4,16465.33,734,3037.43,14,0,home_improvement,0.0897,0.4862,Low
48,30073.46,2.0,19946.88,726,8279.51,2,0,debt_consolidation,0.2753,0.6632,Low
27,19327.89,11.5,8860.05,590,11597.41,4,0,home_improvement,0.6,0.4584,Medium
30,34382.06,3.3,5554.19,634,972.65,3,0,business,0.0283,0.1615,Low
56,124163.88,5.4,17836.65,683,5222.2,0,0,debt_consolidation,0.0421,0.1437,Low
22,87448.85,0.6,9926.5,605,1491.57,5,0,debt_consolidation,0.0171,0.1135,High
46,32286.65,3.4,9016.12,704,2766.47,4,0,other,0.0857,0.2792,Low
34,36528.19,0.1,8285.67,794,6455.79,6,0,other,0.1767,0.2268,Medium
36,36565.61,2.5,21940.64,600,6304.85,7,0,medical,0.1724,0.6,High
63,71541.0,0.3,17804.99,593,3254.09,2,0,debt_consolidation,0.0455,0.2489,Low
62,60023.96,11.4,42136.53,603,23556.75,3,0,home_improvement,0.3924,0.702,Medium
37,34335.69,5.6,26746.45,769,5970.24,4,0,debt_consolidation,0.1739,0.7789,Medium
42,36376.48,7.8,14650.42,634,3037.55,7,0,debt_consolidation,0.0835,0.4027,Low
24,84174.17,3.2,14223.32,780,6504.18,9,0,medical,0.0773,0.169,Low
39,105050.06,9.5,25234.12,712,1293.74,14,1,home_improvement,0.0123,0.2402,Low
22,31310.02,10.3,14616.44,686,6799.81,6,0,medical,0.2172,0.4668,Medium
59,46234.78,2.2,28173.42,801,3869.74,6,0,home_improvement,0.0837,0.6093,Medium
29,52271.52,2.4,14887.01,590,14271.76,13,0,debt_consolidation,0.273,0.2848,Medium
39,44600.26,3.5,19964.14,509,2076.72,4,0,debt_consolidation,0.0466,0.4476,Medium
36,86260.9,0.2,32985.02,594,9831.12,10,0,debt_consolidation,0.114,0.3824,Medium
45,45426.76,27.3,5247.87,634,4861.83,14,0,debt_consolidation,0.107,0.1155,Low
38,127270.13,2.2,31119.82,672,9508.12,3,0,business,0.0747,0.2445,Medium
43,89365.39,3.2,32354.94,712,11251.43,0,0,debt_consolidation,0.1259,0.362,Medium
41,34780.54,7.0,11660.65,681,6992.74,5,1,business,0.201,0.3353,High
31,50686.57,1.8,14376.48,690,10848.82,8,1,debt_consolidation,0.214,0.2836,High
59,30083.03,1.1,11148.91,646,6408.59,12,0,home_improvement,0.213,0.3706,Medium
61,40305.79,0.7,9594.89,700,2917.84,1,0,home_improvement,0.0724,0.238,Low
24,75761.26,3.8,28806.56,675,19958.29,0,1,business,0.2634,0.3802,High
45,55429.7,0.0,5786.59,754,961.77,9,0,business,0.0174,0.1044,Low
52,140964.31,6.2,14701.98,694,1897.08,4,0,medical,0.0135,0.1043,High
50,26609.58,3.1,6212.73,711,3769.43,3,0,medical,0.1417,0.2335,Medium
46,48219.42,3.8,9861.78,850,2738.95,13,0,business,0.0568,0.2045,Low
56,38067.49,1.5,6898.07,626,4815.8,3,0,home_improvement,0.1265,0.1812,Medium
54,41853.97,1.0,14278.51,730,5112.95,0,0,debt_consolidation,0.1222,0.3411,Low
29,50058.74,6.0,18576.42,658,2889.14,0,0,business,0.0577,0.3711,High
32,34945.03,1.2,27440.31,630,7006.79,0,1,business,0.2005,0.7852,High
22,79138.42,7.6,13395.61,640,1964.63,7,0,debt_consolidation,0.0248,0.1693,Low
58,117677.85,1.1,43774.24,714,7492.93,0,0,debt_consolidation,0.0637,0.372,Low
25,15248.67,4.7,10362.63,639,3206.69,4,1,debt_consolidation,0.2103,0.6795,High
25,98366.12,5.2,21449.27,514,4253.05,9,0,education,0.0432,0.2181,Low
42,172541.99,3.5,30932.27,613,1972.72,14,0,medical,0.0114,0.1793,Low
25,53898.59,28.7,10996.84,764,30093.22,5,0,debt_consolidation,0.5583,0.204,Low
24,36123.09,2.4,19143.76,707,2931.47,6,0,medical,0.0812,0.5299,Medium
29,36824.2,10.7,3010.79,470,19049.9,10,0,home_improvement,0.5173,0.0818,High
49,42028.51,0.9,26655.09,594,2112.68,4,1,home_improvement,0.0503,0.6342,Medium
42,60791.44,2.1,8234.16,563,3399.91,8,0,business,0.0559,0.1354,Low
47,39588.3,0.8,34264.98,501,6376.54,0,0,other,0.1611,0.8655,High
30,47101.99,4.6,13169.49,645,5840.95,13,0,business,0.124,0.2796,Low
36,30395.48,5.1,24070.74,748,3245.28,6,1,debt_consolidation,0.1068,0.7919,Medium
62,39011.17,3.0,9413.01,574,4657.4,5,0,home_improvement,0.1194,0.2413,High
62,39890.43,6.4,90075.37,605,12569.25,8,0,other,0.3151,2.258,High
30,48153.83,10.1,15064.15,626,1570.25,10,0,debt_consolidation,0.0326,0.3128,Low
26,23679.88,7.5,55033.07,507,10393.97,5,0,home_improvement,0.4389,2.3239,High
25,41567.43,1.4,13476.35,823,6386.52,13,0,education,0.1536,0.3242,Low
26,44035.92,1.9,11002.54,718,7053.87,1,0,home_improvement,0.1602,0.2498,Medium
45,53765.56,2.4,20222.49,664,1273.33,8,0,education,0.0237,0.3761,Medium
24,98643.74,1.1,28008.29,596,9034.75,3,0,debt_consolidation,0.0916,0.2839,Medium
60,46598.61,2.2,23374.6,547,1260.25,8,0,debt_consolidation,0.027,0.5016,Medium
52,26672.04,1.4,18836.37,588,3353.53,2,0,home_improvement,0.1257,0.7062,High
55,52367.24,27.3,13852.96,738,3030.43,10,0,medical,0.0579,0.2645,Low
30,34392.92,7.6,22544.26,597,4566.29,2,0,education,0.1328,0.6555,Medium
54,33950.62,9.8,17285.5,644,4182.77,13,0,other,0.1232,0.5091,Medium
56,42278.74,12.8,12364.09,654,3924.91,10,0,home_improvement,0.0928,0.2924,Low
26,37807.84,5.5,12242.42,850,4617.02,4,0,business,0.1221,0.3238,Low
63,28781.22,1.0,31987.86,602,10195.98,7,0,home_improvement,0.3542,1.1114,High
36,38460.99,7.1,6109.51,560,42827.52,8,0,home_improvement,1.1135,0.1588,High
39,61565.03,0.1,22791.56,503,1136.15,3,0,debt_consolidation,0.0185,0.3702,High
54,50024.48,0.6,21367.35,597,2450.29,12,0,debt_consolidation,0.049,0.4271,Medium
45,29841.53,0.2,51395.14,837,4916.32,13,0,business,0.1647,1.7222,Medium
51,31881.6,0.7,1994.33,696,3340.29,7,0,other,0.1048,0.0626,Low
61,52136.86,7.0,5321.12,769,4198.17,13,1,other,0.0805,0.1021,Low
37,29923.88,10.8,7871.6,687,4224.56,9,0,debt_consolidation,0.1412,0.263,Low
50,31307.19,1.6,9160.63,623,6087.61,4,0,business,0.1944,0.2926,Low
59,36845.56,0.6,23659.62,706,16606.1,8,0,business,0.4507,0.6421,High
51,30153.96,1.6,6032.93,575,15976.73,12,0,business,0.5298,0.2001,Medium
39,51553.04,5.2,11261.92,702,2379.4,2,0,business,0.0462,0.2184,Low
55,42030.95,2.2,8855.43,731,2263.59,7,0,debt_consolidation,0.0539,0.2107,Low
49,98925.36,16.2,11246.7,730,1850.94,14,1,business,0.0187,0.1137,Low
21,27421.64,0.7,30943.75,634,1664.04,4,0,debt_consolidation,0.0607,1.1284,Medium
24,87150.14,23.2,18870.47,747,1211.67,13,0,other,0.0139,0.2165,Low
48,55197.28,0.1,9258.58,561,15428.86,7,0,debt_consolidation,0.2795,0.1677,Medium
38,103313.92,3.0,5834.31,709,9733.88,14,1,education,0.0942,0.0565,Medium
46,96536.82,1.5,18451.72,672,3211.19,10,0,debt_consolidation,0.0333,0.1911,Low
60,39595.19,4.2,9031.43,594,4399.0,12,0,business,0.1111,0.2281,Low
39,24235.32,0.5,11378.8,562,2489.39,9,0,home_improvement,0.1027,0.4695,High
26,45534.5,10.4,11533.93,644,1890.13,0,0,business,0.0415,0.2533,Low
21,18245.57,0.7,26026.6,656,9258.05,8,1,business,0.5074,1.4264,High
28,68174.76,4.4,10843.55,600,6613.39,13,0,other,0.097,0.1591,Medium
53,52880.15,0.2,10446.44,546,2405.07,4,0,education,0.0455,0.1975,Medium
63,36334.79,1.9,7728.95,717,18548.49,2,0,medical,0.5105,0.2127,High
41,39152.48,0.8,8477.55,727,14887.01,1,0,medical,0.3802,0.2165,Medium
44,29405.61,19.0,23157.78,818,2025.47,2,0,other,0.0689,0.7875,Low
45,48242.76,0.1,13419.83,596,1626.84,0,0,medical,0.0337,0.2782,Low
63,29852.53,2.2,11884.43,655,6689.4,5,1,education,0.2241,0.3981,Medium
39,48119.57,1.8,6036.0,727,29897.13,6,1,debt_consolidation,0.6213,0.1254,Medium
49,58486.45,5.4,7183.49,734,2396.83,10,0,business,0.041,0.1228,Low
30,67847.2,0.3,18428.67,680,8956.28,14,0,debt_consolidation,0.132,0.2716,Low
32,61250.97,8.3,11731.51,708,3379.18,9,0,debt_consolidation,0.0552,0.1915,Low
53,42230.34,3.1,11725.45,597,8496.37,6,0,debt_consolidation,0.2012,0.2776,Medium
27,61209.21,3.0,16547.87,659,924.56,1,0,other,0.0151,0.2703,Low
37,52446.97,1.3,19672.0,580,2540.07,2,0,debt_consolidation,0.0484,0.3751,Medium
30,52229.84,3.4,20259.98,704,6145.96,3,0,business,0.1177,0.3879,Low
51,29341.84,2.3,11279.5,736,6293.97,9,0,debt_consolidation,0.2145,0.3844,Low
26,26261.36,1.4,12444.78,850,985.31,6,0,education,0.0375,0.4739,Low
37,55769.25,0.9,18330.1,768,2547.26,9,0,medical,0.0457,0.3287,Low
57,62515.48,6.5,3492.64,513,2914.77,11,0,home_improvement,0.0466,0.0559,Low
38,35935.08,0.8,14746.56,568,8276.73,7,1,debt_consolidation,0.2303,0.4104,Medium
46,88178.51,0.9,20479.95,769,4305.34,8,0,business,0.0488,0.2323,High
36,148257.38,4.3,8816.16,695,6772.91,13,0,medical,0.0457,0.0595,Low
28,117801.66,1.3,6214.13,659,14717.34,5,0,debt_consolidation,0.1249,0.0528,Low
44,42902.09,3.1,31481.44,646,4314.51,6,0,education,0.1006,0.7338,Medium
33,39477.98,4.0,8314.54,573,8246.07,7,1,debt_consolidation,0.2089,0.2106,High
49,72650.5,1.6,13028.09,492,10838.35,6,0,home_improvement,0.1492,0.1793,Medium
52,68832.56,2.1,16100.63,576,3834.08,12,0,home_improvement,0.0557,0.2339,Low
44,28097.05,1.2,7740.07,633,3394.73,12,0,other,0.1208,0.2755,Medium
36,43429.56,3.1,5192.05,667,8795.0,6,0,debt_consolidation,0.2025,0.1195,Medium
31,68239.31,24.4,15815.27,627,6944.94,12,0,other,0.1018,0.2318,Low
52,31315.33,2.3,5796.64,547,12305.82,12,0,debt_consolidation,0.393,0.1851,Low
26,33781.72,5.3,20024.69,607,6948.82,8,0,other,0.2057,0.5927,Low
55,36430.35,5.1,12213.54,660,3938.69,11,0,education,0.1081,0.3352,Low
53,40149.77,7.7,48459.46,670,5772.96,9,0,debt_consolidation,0.1438,1.2069,High
38,22367.62,6.2,14555.59,617,3187.51,5,0,debt_consolidation,0.1425,0.6507,Low
57,69318.06,0.1,8701.93,621,954.57,0,0,debt_consolidation,0.0138,0.1255,Low
33,33959.79,1.8,21457.89,714,9787.88,12,0,other,0.2882,0.6318,High
30,54240.79,10.2,25468.62,670,1985.75,2,0,home_improvement,0.0366,0.4695,Low
57,51407.74,3.9,5961.44,619,6492.58,4,1,business,0.1263,0.116,High
46,29558.9,0.6,17312.7,678,5092.71,8,0,medical,0.1723,0.5857,High
37,20270.15,1.6,16428.86,489,6003.52,0,0,business,0.2962,0.8105,Medium
21,51254.88,1.7,23876.81,626,1740.51,1,0,debt_consolidation,0.034,0.4658,Medium
45,39423.8,10.3,7221.82,637,1492.13,2,0,business,0.0378,0.1832,Low
54,61558.64,4.0,20589.93,648,4868.02,12,0,education,0.0791,0.3345,Low
59,73578.68,4.7,17114.14,580,5364.46,10,0,debt_consolidation,0.0729,0.2326,Low
30,17687.78,2.3,11557.18,702,6263.82,11,1,other,0.3541,0.6534,High
40,43672.23,0.3,66410.04,549,2883.06,3,0,debt_consolidation,0.066,1.5206,High
27,82526.53,0.4,6551.13,514,2019.86,5,0,education,0.0245,0.0794,Medium
36,100572.75,2.7,11550.96,635,8686.58,6,0,other,0.0864,0.1149,Medium
57,19610.87,1.0,7807.96,603,21541.33,14,0,home_improvement,1.0984,0.3981,High
49,87202.24,0.6,16366.98,545,7431.04,6,0,medical,0.0852,0.1877,Low
32,29591.65,1.5,37191.88,684,10854.5,1,0,business,0.3668,1.2568,Medium
37,69770.67,6.8,31555.01,647,1150.27,2,0,home_improvement,0.0165,0.4523,Medium
40,37255.16,0.4,2760.76,726,9801.39,0,0,education,0.2631,0.0741,Low
46,71206.86,3.0,34459.21,676,3107.03,12,0,home_improvement,0.0436,0.4839,Low
39,40909.53,8.7,9897.94,640,3893.7,0,0,debt_consolidation,0.0952,0.2419,Medium
32,23879.05,1.6,8782.07,558,14276.58,5,0,other,0.5978,0.3678,High
41,36654.21,1.8,14612.41,557,3436.1,3,0,business,0.0937,0.3986,Medium
62,64221.43,10.8,11255.31,622,8164.24,14,0,education,0.1271,0.1753,Medium
54,39687.75,5.2,10911.27,613,3688.74,10,0,other,0.0929,0.2749,High
27,28663.92,8.0,8599.3,713,1320.11,9,0,education,0.0461,0.3,Low
55,25959.89,1.7,16196.82,713,9131.86,10,0,home_improvement,0.3518,0.6239,Medium
35,32706.13,28.7,27741.68,524,5219.88,3,0,medical,0.1596,0.8482,High
21,32564.95,0.8,14581.52,555,5582.47,8,0,business,0.1714,0.4478,High
